藥品編號,收費編號,藥品英文名,藥品中文名,顏色,形狀,劑型,廠牌名,中文加強描述,英文加強描述,備註
PCH132M,PCH132M     1PC,Vemlidy,韋立得膜衣錠,黃色,圓形,膜衣錠,Gilead Sciences,一面刻有「GSI」字樣，另一面刻有「25」字樣,,2020.04.17
PCC347P,PCC347P     1PC,Linezolid 2mg/ml Solution for Infusion "Kabi",利挫德注射劑,,,注射劑,Fresenius Kabi,,,2020.03.25
PZA312P,PZA312P     1PC,Dupixent 300mg,杜避炎注射劑300毫克,,,預充填式注射劑,Sanofi,,,2020.04.21
P8A173M,P8A173M     1PC,Idhifa 50 mg (無償)(專案),,土黃色,橢圓形,錠劑,Celgene,一面刻「ENA」，另一面刻「50」,Debossed “ENA”on one side and “50”on the other side.,2020.03.27
P8A174M,P8A174M     1PC,Idhifa 100 mg (無償)(專案),,土黃色,長橢圓形,錠劑,Celgene,一面刻「ENA」，另一面刻「100」,Debossed “ENA”on one side and “100”on the other side.,2020.03.27
P8A175M,P8A175M     1PC,Ibrance 125mg (病患協助方案)(無償),愛乳適125毫克 (病患協助方案)(無償),淡褐色,橢圓形,膠囊,輝瑞,印有「PBC 125」及「Pfizer」,With 「PBC 125」及「Pfizer」,2020.04.06
P8A176M,P8A176M     1PC,Ibrance 100mg (病患協助方案)(無償),愛乳適 膠囊 100 毫克 (病患協助方案)(無償),淡橙色/淡褐色,長橢圓形,膠囊,Pfizer,印有白色 "PBC100" 及 "Pfizer"  字樣,Printed with white ink " pfizer " on the cap, " PBC100" on the body.,2020.04.06
PDA341P,PDA341P     1PC,Tecentriq 1200mg,癌自禦 注射劑 1200毫克,,,注射劑,羅氏,,,2020.05.15
PVE022E,PVE022E     1PC,Atropine 0.01 %,亞妥明眼藥水,,,眼藥水,麥迪森,,,2020.05.15
PIG103M,PIG103M     1PC,Calcium Vitamin D3 STADA,鈣立德發泡錠,白色,圓形,發泡錠,STELLA,,,2020.05.05
PIH014M,PIH014M     1PC,Febuton,達理痛膜衣錠,黃色,長橢圓形,膜衣錠,生達,一面刻有「SD」，另一面刻有「980」,One side engraved with「SD」, the other side engraved with「980」,2020.04.23
PZA313P,PZA313P     1PC,Aragan,舒關關節內注射劑,,,注射劑,Dongkwang,針筒裝,,2020.04.24
PDA342P,PDA342P     1PC,Doxor Lyo,利癌凍晶注射劑,,,凍晶注射劑,南光,,,2020.04.24
P8A177P,P8A177P     1PC,Mvasi (無償),艾法施注射液 (無償),,,注射劑,Amgen,,,2020.05.04
PGG039M,PGG039M JS1 1PC,Lorazin 1mg,樂力靜錠 1毫克,淡藍色,圓形,錠劑,強生,有刻痕,One side scored,2023.09.21
PCC173M,PCC173M CC1 1PC,Aziciin 250mg,侒舒芯亞膜衣錠 250毫克,白色,長橢圓形,錠劑,中國化學,一面刻有「CCP」、另一面刻有「226」字樣,Engraved with「CCP」on one side and「226」on the other side,2023.06.16
P8A183P,P8A183P     1PC,Ogivri 440mg (無償),癌吉清 凍晶注射劑440毫克 (無償),,,凍晶注射劑,Mylan,,,2020.06.12
PME138M,PME138M     1PC,Qtern 5mg/10mg,控糖穩膜衣錠5毫克/10毫克,淺棕色,圓形,膜衣錠,AstraZeneca,一面印有「5/10」、另一面印有「1122」藍色字,Imprinted with 「5/10」on one side and imprinted「1122」on the other side.,202.07.30
PME139M,PME139M     1PC,Oseni 25mg/30mg,歐欣尼膜衣錠,桃紅色,圓形,膜衣錠,Takeda,單側有「A / P」和「25 / 30」刻印,Printed with both 「A / P」and「25 / 30」on one side.,2020.07.30
PWC014E,PWC014E WT1 1PC,Honex,乃克敏軟膏,,,外用軟膏,恆振委託衛達,,,2022.02.24
P8A184M,P8A184M     1PC,Tabrecta 200mg (無償) (專案),,黃色,橢圓形,膜衣錠,Novartis,一側刻有「LO」，另一側刻有「NVR」,Debossed with「LO」on one side and「NVR」on the other side.,2020.06.23
P8A186P,P8A186P     1PC,Xolair 150mg (病患協助方案)(無償),喜瑞樂凍晶注射劑 (病患協助方案)(無償),,,凍晶注射劑,Novartis,,,2020.06.24
P6B106P,P6B106P     1PC,Polivy 140mg (臨),保癌寧凍晶注射劑 (臨),,,凍晶注射劑,Genentech,,,2020.07.13
PDA343P,PDA343P     1PC,Mabthera 1400mg,莫須瘤皮下注射劑,,,皮下注射劑,羅氏,,,2020.08.03
PSA060M,PSA060M     1PC,DailyCare Actibest,沛多活杏必糖衣錠,黃色,圓形,糖衣錠,杏輝,,,2022.05.12
P8A182M,P8A182M     1PC,Retevmo 80mg (無償)(專案),,藍色,,膠囊,Loxo,,,2020.07.09
PWP014E,PWP014E     1PC,Protopic oint 0.03% ,10gm,普特皮軟膏0.03% ,10gm,,,外用軟膏,LEO,,,2020.07.13
P8A189P,P8A189P     1PC,Erbitux (病患協助方案)(無償),爾必得舒注射液,,,注射劑,Merck,,,2020.07.14
PDA344M,PDA344M     1PC,Abiratred,愛瑞治膜衣錠,白色至灰白色,橢圓形,膜衣錠,Dr. Reddy's,一面有圖樣、一面刻有「358」字樣,Imprinted figure on one side and imprinted「358」on another side.,2020.12.01
P6B108M,P6B108M     1PC,Prevymis 240mg (臨),滅巨斯膜衣錠240毫克 (臨),黃色,橢圓形,膜衣錠,MSD,一面刻有「591」字樣，另一面刻有藥廠商標。,Imprinted「591」on one side and imprinted logo on another side.,2020.07.17
PDA345M,PDA345M     1PC,Cabometyx  20mg,癌必定膜衣錠 20毫克,黃色,圓形,膜衣錠,IPSEN,印有「XL」及「20」,With「XL」and 「20」,2020.09.22
PDA346M,PDA346M     1PC,Cabometyx  40mg,癌必定膜衣錠 40毫克,黃色,三角形,膜衣錠,IPSEN,刻有「XL」&「40」字樣,With「XL」and「40」,2020.09.22
PDA347M,PDA347M     1PC,Cabometyx  60mg,癌必定膜衣錠 60毫克,黃色,橢圓形,膜衣錠,IPSEN,刻有「XL」&「60」字樣,With「XL」and「60」,2020.09.22
PDA348M,PDA348M     1PC,Ninlaro 3mg,免瘤諾膠囊 3毫克,淺灰色,長橢圓形,膠囊,Takeda,印有「Takeda」及「3 mg」字樣,Imprinted with「Takeda」&「3 mg」,2020.09.26
PDA349M,PDA349M     1PC,Ninlaro 4mg,免瘤諾 4毫克,淡橘色,長橢圓形,膠囊,Takeda,印有「Takeda」及「4 mg」,With 「Takeda」&「4 mg」,2020.09.26
PCE024M,PCE024M GJ1 1PC,Rifampicin 300mg,立泛黴素膠囊,咖啡色,,膠囊,國嘉,印有 KJ 190 字樣,With  " KJ 190 ",2020.08.06
PDA350P,PDA350P     1PC,Herceptin (SC) 600mg,賀癌平皮下注射劑 600毫克,,,注射液劑,Roche,,,2020.09.26
PVE010E,PVE010E ME1 1PC,Better eye drops 0.5%,眼亮眼藥水 0.5%,,,點眼液,麥迪森,,,2020.08.23
P8A190P,P8A190P     1PC,Tecentriq 840mg/14ml,癌自禦 注射劑 840毫克,,,注射劑,羅氏,,,2020.08.26
P6A878M,P6A878M SD1 1PC,Gliben,固利康錠,白色,長橢圓形,錠劑,生達,印有 " STD " & " 140 ",With " STD " & " 140 ",2020.08.25
P3C755M,P3C755M     1PC,,,,,,NA,,,
P6B111E,P6B111E     1PC,High-Xylmol ointment,樂癒痔軟膏,,,直腸用軟膏,杏輝,,,2020.09.28
P6B112P,P6B112P     1PC,Besremi,百斯瑞明針筒裝注射液劑,,,注射液劑,藥華醫藥,,,2020.10.08
P4A135P,P4A135P     1PC,Veklury,韋如意凍晶乾燥注射劑100毫克,,,凍晶乾燥注射劑,GILEAD,,,2020.10.22
P6B115P,P6B115P     1PC,Afstyla 1000 IU,安友凝基因工程第八凝血因子凍晶注射劑1000國際單位,,,凍晶注射劑,CSL Behring,,,2020.10.29
PVA068E,PVA068E ME1 1PC,Ofloxin,耳普欣 點耳液,,,點耳液,麥迪森,,,2020.11.09
P6B119M,P6B119M     1PC,Chloraminophene,,白色,,鋁箔裝膠囊,Techni Pharma,,,2020.11.09
P6B120M,P6B120M     1PC,Vizimpro 45mg,肺欣妥膜衣錠45毫克,藍色,圓形,膜衣錠,Pfizer,一面印「Pfizer」、另一面印「DCB45」,Debossed with「Pfizer」on one side and「DCB45」on the other side.,2020.11.16
P6B121M,P6B121M     1PC,Vizimpro 30mg,肺欣妥膜衣錠30毫克,藍色,圓形,膜衣錠,Pfizer,一面印「Pfizer」、另一面印「DCB30」,Debossed with「Pfizer」on one side and「DCB30」on the other side.,2020.11.16
P6B122M,P6B122M     1PC,Vizimpro 15mg,肺欣妥膜衣錠15毫克,藍色,圓形,膜衣錠,Pfizer,一面印「Pfizer」、另一面印「DCB15」,Debossed with「Pfizer」on one side and「DCB15」on the other side.,2020.11.16
PDA351P,PDA351P     1PC,Rixathon 100mg,洛希隆注射劑100毫克,,,注射液劑,Sandoz,,,2021.02.23
PDA352P,PDA352P     1PC,Rixathon 500mg,洛希隆注射劑500毫克,,,注射液劑,Sandoz,,,2021.02.23
PFC081M,PFC081M     1PC,Atozet 10/20mg,優泰脂膜衣錠10/20毫克,白色至乳白色,長橢圓形,膜衣錠,MSD,一面印有「333」,Embossed with「333」on one side,2020.12.25
PAA050M,PAA050M     1PC,Jadenu 360mg,解鐵定膜衣錠360毫克,藍色,長橢圓形,膜衣錠,Novartis,一面刻「NVR」; 另一面刻「360」,Engraved with「NVR」on one side and「360」on another side.,2020.12.31
PGG030M,PGG030M RS1 1PC,Binin-U,易寧優錠,黃綠色,圓形,錠劑,瑞士,一面有十字刻痕,Cross notch on one side,2020.11.26
PWK042E,PWK042E SY1 1PC,Azel Cream,思媚乳膏,,,外用乳膏,壽元,,,2020.11.26
P8A202P,P8A202P     1PC,Aliqopa,安列庫帕 凍晶靜脈注射劑,,,凍晶注射劑,Bayer,,,2020.12.03
P8A203M,P8A203M     1PC,Vitrakvi 25mg (無償) (專案),,白色,,膠囊,Loxo,,,2020.12.15
P6B126M,P6B126M     1PC,Nerlynx,賀儷安膜衣錠,紅色,橢圓形,膜衣錠,北海康成,一面印有「W104」、另一面無刻痕,Imprinted with「W104」on one side and no abrasion on the other side.,2020.12.24
PZA316P,PZA316P     1PC,Somatuline autogel 90mg,舒得寧長效型注射凝膠劑 90毫克,,,注射凝膠劑,IPSEN,,,2021.01.11
PKF048M,PKF048M     1PC,Akynzeo 300/0.5,嘔可舒膠囊,白色/褐色,,鋁箔裝膠囊,Helsinn Birex,印有 HE1 字樣，每片鋁箔僅含有一顆膠囊，位於鋁箔中間位置,Printed with HE1,2021.01.29
PDA353M,PDA353M     1PC,Ibrance 100mg,愛乳適 膠囊 100毫克,淡橙色/淡褐色,長橢圓形,膠囊,Pfizer,印有白色「PBC100」及「Pfizer」字樣,Printed with white ink「Pfizer」pfizer on the cap, 「PBC100」on the body.,2021.01.29
PDA206P,PDA206P     1PC,Mabthera 500mg/50mL,莫須瘤注射劑500mg/50mL,,,注射劑,Roche,,,2023.04.21
P6B127P,P6B127P     1PC,Yondelis,友待凍晶注射劑1毫克,,,凍晶注射劑,台灣東洋,,,2021.01.14
PWI030E,PWI030E     1PC,Esvatin 0.5mg,薇詩婷陰道錠 0.5mg,白色,扁橢圓形,陰道錠,健喬信元,一面刻有「SYN 036」,Imprinted with「SYN 036」on one side.,2023.03.16
PHK051P,PHK051P     1PC,Omnipaque 50ml,安你拍克注射劑,,,注射劑,奇異亞洲醫療,,,2020.12.28
P6B132M,P6B132M     1PC,Caprelsa 100mg,佳瑞莎膜衣錠100毫克,白色,圓形,膜衣錠,Sanofi,一面刻「Z 100」,Imprinted with「Z 100」on one side.,2021.01.11
P6B131P,P6B131P     1PC,Aliqopa,安列庫帕 凍晶靜脈注射劑,,,凍晶注射劑,Bayer,,,2021.01.19
PCE036M,PCE036M MC1 1PC,Trac 4,袪核-四合 膜衣錠,土黃色,長橢圓形,膜衣錠,Macleods pharmaceuticals,,,2020.01.15
P6B134M,P6B134M     1PC,Zejula 100mg,截永樂膠囊100毫克,白/紫色,,膠囊,Takeda,印有「100 mg」及「Niraparib」字樣,Printed with「100 mg」and「Niraparib」,2021.01.18
P8A206M,P8A206M     1PC,TAK-788,,,,膠囊,Takeda,,,2021.01.29
PPA004M,PPA004M YX1 1PC,Ergometrine 0.2mg,意如宮 錠 0.2毫克,紫紅色,六邊形,錠劑,永信,一面有刻痕,,2023.02.24
P8A192M,P8A192M     1PC,Qinlock,,白色至灰白色,橢圓形,錠劑,Deciphera,一面刻有 "DC1",Debossed with "DC1" on one side,2021.02.09
P6B135P,P6B135P     1PC,Hizentra 20%,優利勁人體免疫球蛋白皮下注射液,,,注射液劑,CSL Behring,,,2021.02.17
PFC082M,PFC082M     1PC,Zulitor 4mg,平脂膜衣錠4毫克,白色,圓形,膜衣錠,友霖生技,一面刻「OP」，另一面刻「59」,One side engraved with 「OP」and the other side engraved with「59」,2021.04.12
PCF070E,PCF070E     1PC,Pentasa enema,頗得斯安浣腸劑,,,浣腸劑,Ferring,,,2021.04.27
PGG111S,PGG111S     1PC,Qting oral suspension,康停懸液劑,,,口服懸液劑,晟德,,,2021.04.13
PQB063E,PQB063E     1PC,Trimbow  100/6/12.5 mcg,喘寶定量吸入劑 100/6/12.5 mcg/dose,,,定量吸入劑,Chiesi,,,2021.04.15
P8A209P,P8A209P     1PC,Glofitamab 10mg,,,,注射液劑,Roche,,,2021.03.08
P4A141P,P4A141P     1DS,公費COVID-19 Vaccine (Pfizer-BioNTech) 0.3mL/dose (不活化疫苗),,,,注射懸浮劑,Pfizer,,,2021.03.05
PZA271M,PZA271M JY1 1PC,Mycocep 250mg,喜妥善膠囊,藍 / 橘色,,膠囊,健亞,印有"GBL   001 ",Capsule imprinted with "GBL   001 ",2021.03.11
P8A211M,P8A211M     1PC,Piqray 150+150 mg,愛克利 150+150毫克,淡紅色,橢圓形,膜衣錠,Novartis,一面印有「UL7」 ，另一面有「NVR」。,Imprinted with「UL7」on one side and「NVR」on the other side.,2021.03.23
P8A212M,P8A212M     1PC,Zejula 100mg,截永樂膠囊100毫克,白/紫色,,膠囊,Takeda,印有「100 mg」及「Niraparib」字樣,Printed with「100 mg」and「Niraparib」,2021.03.26
PFA101M,PFA101M JX1 1PC,Irbetan 300mg,爾壓順膜衣錠,白色,長橢圓形,膜衣錠,健喬信元,刻有SYN 及1 3字樣,engraved with" SYN  "and  " 1 3  ",2021.03.30
PIG022P,PIG022P NG1 1PC,Saline Injection,沙林注射液,,,注射劑,南光,,,2021.04.08
P6B141P,P6B141P     1PC,Refixia 500IU,諾和第九因子注射劑500國際單位,,,凍晶注射劑,諾和諾德,,,2021.04.27
P6B142P,P6B142P     1PC,Refixia 2000IU,諾和第九因子注射劑2000國際單位,,,凍晶注射劑,諾和諾德,,,2021.04.27
PAA014M,PAA014M HP1 1PC,Trolovol 300mg (專案，法國包裝),,白色,長橢圓形,膜衣錠,Laboratoire,,,2023.09.19
P6B143M,P6B143M     1PC,Erleada,安列康膜衣錠,淡黃綠色至灰綠色,長橢圓形,膜衣錠,Janssen,一面刻有「AR 60」字樣,Imprinted with「AR 60」on one side.,2021.05.05
PDA354M,PDA354M     1PC,Tagrisso 80mg,泰格莎 80毫克,淺棕色,橢圓形,膜衣錠,AstraZeneca,一面印有「AZ 80」字樣,Imprinted with「AZ 80」on one side.,2021.05.11
P6B146P,P6B146P     1PC,Water for injection,注射用蒸餾水,,,注射劑,台裕化學,,,2021.05.07
PLD074P,PLD074P     1PC,NovoEight 1000IU,諾和第八因子注射劑1000國際單位,,,凍晶注射劑,諾和諾德,,,2021.05.10
PDA356P,PDA356P     1PC,Keytruda 100mg,吉舒達注射劑100毫克,,,注射劑,MSD,,,2021.05.20
PDA355P,PDA355P     1PC,Perjeta,賀疾妥注射液,,,注射液劑,羅氏,,,2021.05.10
P8A215M,P8A215M     1PC,Ibrance 75mg,愛乳適 膠囊 75 毫克,淡橙色,橢圓形,膠囊,輝瑞,印有「PBC 75」及「Pfizer」,Imprinted with 「PBC 75」及「Pfizer」,2021.05.17
PWL099E,PWL099E     1PC,Estrong Ethanol  75%  (200mL),醫強酒精液 75%  (200mL),,,外用液劑,醫強,,,2021.05.17
PFA029M,PFA029M ST1 1PC,Felpin ERT,菲可平持續釋放膜衣錠,粉紅色,圓形,持續藥效膜衣錠,信東,有「ST 376 」與「5」 字樣,imprint with 「ST 376 」 & 「5」,2023.04.14
PDA048M,PDA048M PF1 1PC,Methotrexate,滅殺除炎錠,淡黃色,圓形,錠劑,Pfizer,印有" M|1" 及" 2.5 ",With " M|1" on one side and " 2.5 " on the other side.,2021.05.24
P6B147P,P6B147P     1PC,Plegridy (63mcg+94mcg),保優利筆型注射液,,,注射液劑,Biogen,,,2021.05.31
P6B148P,P6B148P     1PC,Plegridy 125mcg,保優利筆型注射液,,,注射液劑,Biogen,,,2021.05.31
P8A220P,P8A220P     1PC,PTS100,,,,注射液劑,共信醫藥,,,2021.05.31
P6X006P,P6X006P     1PC,健保申報 Plegridy 63 mcg/pen 保優利筆型注射液63微克 (YC00019277),,,,,健保醫令碼(申報用),,,2021.05.31
P6X007P,P6X007P     1PC,健保申報 Plegridy 94 mcg/pen 保優利筆型注射液94微克 (YC00020277),,,,,健保醫令碼(申報用),,,2021.05.31
P8A218M,P8A218M     1PC,ABL001 40mg,,,圓形,膜衣錠,Novartis,一面印有「40」，另一面印商標。,Imprinted with「40」on one side and imprinted with logo on another side.,2021.06.10
P8A219P,P8A219P     1PC,Rigvir  (需-20℃冷凍),,,,注射液,SIA Latima,,,2021.06.03
P8A221P,P8A221P     1PC,Primovist,卜邁維斯,,,注射劑,Bayer,針筒裝,,2021.06.09
PME140M,PME140M     1PC,Steglujan 5/100,釋糖健膜衣錠5/100毫克,米色,杏仁形狀,膜衣錠,MSD,一面刻有「554」字樣、另一面空白,Engraved  with 「554」on one side and the other side is blank.,2021.07.19
PGD066M,PGD066M SD1 1PC,Utraphen,立除痛膜衣錠,淡黃色,橢圓形,膜衣錠,生達,一面印「STD」，另一面印「755」字樣。,Imprinted with「STD」on one side and「755」on the other side.,2021.06.17
P8A222M,P8A222M     1PC,Xpovio,,藍色,圓形,膜衣錠,Karyopharm,一面刻有「K20」字樣、另一面空白,Debossed「K20」on one side and blank on the other side.,2021.06.28
PGI014M,PGI014M LD1 1PC,Zolnox,樂必眠膜衣錠,白色,長條形,膜衣錠,瑪科隆,,,2021.06.18
P8A223P,P8A223P     1PC,OBI-833/OBI-821 AP(75+150),,,,凍晶乾粉注射劑,台灣浩鼎,,,2021.06.28
P6B149M,P6B149M     1PC,Ayvakit,泰時維膜衣錠,白色,橢圓形,膜衣錠,Blueprint,一面印「BLU」、另一面印「300」,Imprinted with「BLU」on one side and「300」on the other side.,2021.06.23
P8A225P,P8A225P     1PC,Fulvestrant Sandoz,山德士福坦注射劑,,,注射劑,Sandoz,,,2021.06.30
PKF014M,PKF014M RA1 1PC,Emetrol,癒吐寧錠,白色,圓形,錠劑,瑞安,一面印有圖案、另一面印有「031」字樣,Imprinted figure on one side and「031」on the other side.,2021.07.21
PME105M,PME105M     1PC,Steglatro,穩適妥膜衣錠,粉紅色,三角形,膜衣錠,MSD,一面刻有「701」字樣、另一面空白,Imprinted「701」on one side and blank on the other side.,2021.07.16
PZA318P,PZA318P     1PC,Stelara 90mg/mL,喜達諾注射液 90毫克/1毫升,,,預充填式注射劑,Janssen,,,2021.07.29
PZA319P,PZA319P     1PC,Stelara 130mg/26mL,喜達諾靜脈注射液130毫克/26毫升,,,注射液劑,Janssen,,,2021.08.20
PME126M,PME126M YZ1 1PC,Dibose,克血糖膜衣錠,黃色,橢圓形,膜衣錠,元宙,一面印有「M」及「411」字樣、另一面空白,Imprinted「M」and「411」on one side, and blank on the other side.,2021.07.28
PKF045M,PKF045M ST1 1PC,Mosa,摩暢膜衣錠,白色,橢圓形,膜衣錠,信東,一面刻「ST 218」、另一面刻「5」字樣,Engraved with「ST 218」on one side and「5」on the other side.,2021.08.06
P6B152M,P6B152M     1PC,Rozlytrek,羅思克,橘色,,膠囊,Roche,印有藍色「ENT 200」字樣。,Imprinted with 「ENT 200」 with blue color,20210805
PDA357P,PDA357P     1PC,Bavencio,百穩益注射劑,,,注射液劑,Merck,,,2021.08.09
PDA155P,PDA155P     2PC,ALKERAN INJECTION (專案),,,,凍晶注射劑,Aspen,,,2021.08.05
PBA057P,PBA057P RS1 1PC,Ulcertin injection,胃潰定注射液,,,注射劑,瑞士,,,2021.08.19
PQA028M,PQA028M CD1 1PC,Medika,美致康膠囊,白色,,膠囊,成大藥品,印有「CTA-234」字樣,Imprinted with「CTA-234」,2021.08.19
PCC016M,PCC016M     1PC,Ampicillin 500mg,安比西林膠囊 500mg,紅/灰色,,膠囊,信東委託榮民,印有 500MG 及 ST456,imprinted with 500MG and ST456,2023.03.08
PFD006M,PFD006M PF1 1PC,Doxaben XL 4mg,可迅持續性藥效錠 4毫克,白色,圓形,持續性藥效錠,Viatris / Pfizer製造,有 CXL 4 字樣,With CXL 4 lettering,2023.02.17
PZA321P,PZA321P     1PC,Evenity,益穩挺注射液   (2支(PC) = 1盒),,,注射液劑,Amgen,,,2021.8.23
PCC008M,PCC008M     1PC,Zyvox 600mg,采福適膜衣錠 600mg,白色,橢圓形,膜衣錠,Pfizer,一面刻「ZYV」、另一面刻「600」字樣,Embossed with「ZYV」 on one side and「600」 on the other side.,2021.08.24
PMF012M,PMF012M     JPC,PMS-Desmopressin 0.1mg,沛卜淨錠0.1毫克,白色,橢圓形,錠劑,健喬信元,有0.1 字樣,,2021.08.23
PFA037P,PFA037P     1PC,Nicarpine I.V. injection 1mg/mL,尼卡平靜脈注射液,,,注射劑,培力,,,2022.07.07
PWN007E,PWN007E     JPC,Scabi cream  [ESCB],息疥軟膏,,,外用乳膏,健康化學,,,2021.8.24
PFA100M,PFA100M JX1 1PC,Syntrend 25mg,心全錠 25毫克,白色,圓形,錠劑,健喬信元,有SYNTREND、S/Y 字樣,Imprint with SYNTREND、S/Y,2022.07.13
P8A228M,P8A228M     1PC,Ninlaro 3mg,免瘤諾膠囊 3毫克,淺灰色,長橢圓形,膠囊,Takeda,印有「Takeda」及「3 mg」字樣,Imprinted with「Takeda」&「3 mg」,2021.08.30
P8A229M,P8A229M     1PC,Ninlaro 4mg,免瘤諾膠囊 4毫克,淡橘色,長橢圓形,膠囊,Takeda,印有「Takeda」及「4 mg」,With 「Takeda」&「4 mg」,2021.08.30
PRA016P,PRA016P     1PC,Relaxin,能弛聖,,,凍晶注射劑,日本杏林,注射劑,,
PQB064P,PQB064P     1PC,Fasenra,肺昇朗注射液劑30毫克,,,注射液劑,AstraZeneca,,,2021.09.03
P2A107E,P2A107E     1PC,,(眼用) Vancomycin 25mg/mL, 10mL/bot,,,,NA,,,2021.08.31
P2A125E,P2A125E     1PC,,(眼用) Dexamethasone 0.5mg/mL, 10mL/bot,,,,NA,,,2021.08.31
PFA110M,PFA110M JX1 1PC,Nobar,諾怡錠,白色,八角形,錠劑,平廷實業委託健喬信元,一面刻「NBR/5」、另一面刻「SY」字樣,Engraved with 「NBR/5」on one side and 「SY」on the other side.,2021.09.03
PDA358P,PDA358P     1PC,Darzalex 100mg,兆科注射劑 5毫升,無色透明至淡黃色,,注射劑,Janssen,,,2021.09.03
PDA359P,PDA359P     1PC,Darzalex 400mg,兆科注射劑 20毫升,無色透明至淡黃色,,注射劑,Janssen,,,2021.09.03
PDA360M,PDA360M     1PC,Ternibin,癌必莎爾膜衣錠,棕色,圓形,膜衣錠,中化,一面印有 CCP，另一面印有265 字樣, Imprinted with 「CCP」one side,and imprinted with 「265」on the other side,2021.09.14
PZA322P,PZA322P     1PC,Skyrizi 75mg,喜開悅 75mg針筒裝注射劑,,,注射液劑,艾伯維,,,2021.09.07
PME141P,PME141P     1PC,Ozempic 2mg/1.5mL,胰妥讚注射劑 2毫克/1.5毫升,,,注射液劑,諾和諾德,淺藍色筆身、「灰色」按鈕,、「紅色」 標籤,,2021.09.08
PME142P,PME142P     1PC,Ozempic 4mg/3mL,胰妥讚注射劑 4毫克/3毫升,,,注射液劑,諾和諾德,淺藍色筆身、「灰色」按鈕,、「藍綠」 標籤,,2021.09.08
PGH022M,PGH022M     1PC,Methydur 22mg,思有得持續性藥效膠囊 22毫克,黃色,膠囊形,持續性藥效膠囊劑,友華生技,,,2021.09.09
PGH033M,PGH033M     1PC,Methydur 33mg,思有得持續性藥效膠囊 33毫克,灰色,膠囊形,持續性藥效膠囊劑,友華生技,,,2021.09.09
PMC021M,PMC021M     1PC,Visanne,異位寧2毫克,白色,圓形,錠劑,拜耳,一面標示有「B」字樣,With 「B」 on one side.,2021.10.13
P6B156M,P6B156M     1PC,Piqray 150+150 mg,愛克利 150+150毫克,淡紅色,橢圓形,膜衣錠,Novartis,一面印有「UL7」 ，另一面有「NVR」。,Imprinted with「UL7」on one side and「NVR」on the other side.,2021.09.15
PMB005E,PMB005E     1PC,Natesto,耐他妥鼻內凝膠劑,,,鼻內凝膠劑,Haupt Pharma,,,2021.10.06
P8A232M,P8A232M     1PC,Sprycel 20mg,柏萊膜衣錠 20 毫克,白色,圓形,膜衣錠,必治妥,一面有527字樣，另一面有BMS字樣,Imprinted with「527」on one side and「BMS」on the other side.,2021.09.24
